Super_Gemeindename;Erststimmen;AfD - Erststimmen;%AFD
Banzkow;1418;587;41.39633286318759
Barbelroth;233;71;30.472103004291846
Barbing;3689;897;24.315532664678774
Barby, Stadt;5270;2264;42.96015180265655
Barchfeld-Immelborn;2987;1248;41.78105122196183
Bardowick, Flecken;3475;666;19.165467625899282
Barenburg, Flecken;560;138;24.642857142857142
Barendorf;1322;288;21.78517397881997
Bargenstedt;510;127;24.901960784313726
Bargfeld-Stegen;1402;227;16.191155492154067
Bargischow;167;111;66.46706586826348
Bargstall;94;30;31.914893617021278
Bargstedt;1569;347;22.11599745060548
Bargteheide, Stadt;10939;1314;12.01206691653716
Bargum;375;43;11.466666666666667
Bark;574;167;29.094076655052266
Barkelsby;776;115;14.81958762886598
Barkenholm;101;19;18.81188118811881
Barkhagen;310;149;48.064516129032256
Barleben;6397;2385;37.283101453806474
Barlt;416;113;27.16346153846154
Barmissen;91;16;17.582417582417584
Barmstedt, Stadt;6576;1090;16.57542579075426
Barnekow;362;154;42.5414364640884
Barnin;263;85;32.31939163498099
Barnitz;450;73;16.22222222222222
Barnstedt;463;63;13.606911447084233
Barnstorf, Flecken;2927;778;26.58011615989067
Barnstädt;637;258;40.50235478806908
Barntrup, Stadt;5330;1322;24.80300187617261
Barsbek;322;57;17.70186335403727
Barsbüttel;8333;1363;16.356654266170647
Barsinghausen, Stadt;21816;3753;17.202970297029704
Bartenshagen-Parkentin;737;264;35.82089552238806
Barth, Stadt;4921;2058;41.82076813655761
Bartholomä;1439;355;24.669909659485754
Bartow;290;157;54.13793103448276
Barum;1480;277;18.716216216216218
Baruth/Mark, Stadt;2827;1128;39.900955076052355
Barver;479;102;21.29436325678497
Barwedel;581;112;19.27710843373494
Barweiler;159;28;17.61006289308176
Barßel;8394;2265;26.983559685489634
Basberg;47;1;2.127659574468085
Basdahl;876;166;18.949771689497716
Basedow;697;308;44.18938307030129
Bassenheim;2036;362;17.779960707269154
Bassum, Stadt;10600;1838;17.339622641509433
Bastheim;1348;0;0.0
Basthorst;209;39;18.660287081339714
Bastorf;512;222;43.359375
Battenberg (Eder), Stadt;3377;844;24.992596979567665
Battenberg (Pfalz);170;27;15.882352941176471
Battweiler;275;68;24.727272727272727
Baudenbach, M;879;202;22.9806598407281
Bauler (in Übereisenbach enthalten);0;0;
Baumgarten;523;204;39.005736137667306
Baumholder, Stadt;1033;433;41.91674733785092
Baunach, St;2841;591;20.802534318901795
Baunatal, Stadt;17378;3887;22.36736103118886
Bausendorf;522;177;33.9080459770115
Baustert (einschl. Feilsdorf, Mülbach und Brimingen);190;35;18.42105263157895
Bautzen / Budyšin, Stadt;22743;9941;43.7101525744185
Bawinkel;1406;188;13.37126600284495
Bayerbach;1182;206;17.42808798646362
Bayerbach b.Ergoldsbach;1338;323;24.14050822122571
Bayerfeld-Steckweiler;252;71;28.174603174603174
Bayerisch Eisenstein;536;104;19.402985074626866
Bayerisch Gmain;1725;251;14.55072463768116
Bayreuth;43127;7067;16.386486423818027
Bayrischzell;1016;157;15.452755905511811
Bebensee;349;65;18.624641833810887
Bebra, Stadt;7815;1758;22.495201535508638
Becheln;260;51;19.615384615384617
Bechenheim;188;64;34.04255319148936
Becherbach;364;84;23.076923076923077
Becherbach bei Kirn;211;40;18.95734597156398
Bechhofen;868;237;27.304147465437786
Bechhofen, M;3928;953;24.261710794297354
Bechstedt;103;53;51.45631067961165
Bechtheim;536;161;30.03731343283582
Bechtolsheim;626;144;23.003194888178914
Bechtsrieth;766;219;28.590078328981722
Beckdorf;1496;290;19.385026737967916
Beckedorf;764;199;26.047120418848166
Beckeln;419;59;14.081145584725537
Beckingen;9889;2280;23.05592071999191
Beckum, Stadt;21555;4081;18.93296218974716
Bedburg, Stadt;15499;2978;19.21414284792567
Bedburg-Hau;8295;1240;14.948764315852923
Bedesbach;246;62;25.203252032520325
Beedenbostel;515;110;21.359223300970875
Beelen;3815;754;19.764089121887288
Beelitz, Stadt;9221;2772;30.061815421320897
Beendorf;515;223;43.300970873786405
Beeskow, Stadt;5227;2207;42.22307250813086
Beesten;1015;98;9.655172413793103
Beetzendorf;1857;693;37.31825525040388
Beetzsee;1281;464;36.221701795472285
Beetzseeheide;364;116;31.86813186813187
Beggerow;250;130;52.0
Behlendorf;234;48;20.512820512820515
Behren-Lübchin;492;278;56.50406504065041
Behrendorf;338;78;23.076923076923077
Behrenhoff;452;219;48.45132743362832
Behrensdorf (Ostsee);324;41;12.654320987654321
Beidenfleth;476;96;20.168067226890756
Beiersdorf;583;349;59.86277873070326
Beiersdorf-Freudenberg;362;172;47.51381215469613
Beierstedt;167;43;25.748502994011975
Beilingen;98;14;14.285714285714286
Beilngries, St;6408;1395;21.769662921348313
Beilrode;2632;1286;48.86018237082067
Beilstein;59;7;11.864406779661017
Beilstein, Stadt;3886;759;19.531652084405557
Beimerstetten;1608;289;17.9726368159204
Beindersheim;1057;319;30.179754020813622
Beinerstadt;179;97;54.18994413407821
Beinhausen;41;14;34.146341463414636
Bekmünde;91;20;21.978021978021978
Bekond;396;54;13.636363636363637
Belau;185;40;21.62162162162162
Beldorf;165;49;29.696969696969695
Belg;65;17;26.153846153846153
Belgern-Schildau, Stadt;4901;2550;52.030197918792084
Belgershain;2388;942;39.447236180904525
Belgweiler;75;19;25.333333333333332
Bell;970;193;19.896907216494846
Bell (Hunsrück);610;109;17.868852459016395
Bellenberg;3042;657;21.597633136094675
Bellheim;2327;853;36.65663944993554
Bellingen;205;55;26.829268292682926
Bellstedt;124;78;62.903225806451616
Belm;8309;1916;23.059333253099048
Belrieth;212;93;43.867924528301884
Belsch;135;55;40.74074074074074
Beltheim;827;217;26.239419588875453
Belum;424;108;25.471698113207548
Bempflingen;2136;427;19.99063670411985
Bendestorf;1122;172;15.329768270944742
Bendfeld;112;18;16.071428571428573
Bendorf;253;49;19.367588932806324
Bendorf, Stadt;9469;2049;21.639032632801776
Benediktbeuern;2511;339;13.500597371565114
Bengel;299;98;32.77591973244147
Bengerstorf;296;112;37.83783783783784
Benitz;249;79;31.72690763052209
Benndorf;1137;485;42.65611257695691
Bennewitz;3472;1365;39.314516129032256
Bennhausen;124;21;16.93548387096774
Benningen;1372;345;25.145772594752188
Benningen am Neckar;3893;582;14.949910095042384
Bensdorf;645;303;46.97674418604651
Bensheim, Stadt;25159;3932;15.628602090703128
Bentwisch;1622;642;39.580764488286064
Bentzin;444;277;62.387387387387385
Benz;859;456;53.08498253783469
Benzweiler;85;24;28.235294117647058
Beratzhausen, M;3715;698;18.78869448183042
Berching, St;5829;1178;20.209298335906674
Berchtesgaden, M;4374;729;16.666666666666668
Bereborn;61;13;21.311475409836067
Berenbach;76;20;26.31578947368421
Berg;10243;1657;16.17690129844772
Berg (Pfalz);1349;253;18.754633061527056
Berg b.Neumarkt i.d.OPf.;5692;1007;17.6914968376669
Berg im Gau;925;176;19.027027027027028
Berga;1050;476;45.333333333333336
Berga-Wünschendorf, Stadt;4196;1840;43.8512869399428
Bergatreute;2170;528;24.331797235023043
Berge;2317;468;20.198532585239533
Bergen;4949;998;20.165690038391595
Bergen an der Dumme, Flecken;575;134;23.304347826086957
Bergen auf Rügen, Stadt;7854;3425;43.60835243188184
Bergen, Stadt;8113;1702;20.978676198693456
Bergenhausen;59;13;22.033898305084747
Bergenhusen;393;83;21.119592875318066
Bergfeld;474;112;23.628691983122362
Berghaupten;1635;239;14.617737003058105
Berghausen;123;23;18.69918699186992
Bergheim;1377;264;19.17211328976035
Bergheim, Stadt;33665;6943;20.623793257091936
Bergholz;161;87;54.037267080745345
Berghülen;1376;297;21.584302325581394
Bergisch Gladbach, Stadt;69853;7275;10.41472807180794
Bergkamen, Stadt;27494;6479;23.565141485415
Bergkirchen;5140;832;16.186770428015564
Berglangenbach;165;47;28.484848484848484
Berglen;4423;1041;23.536061496721683
Berglern;1889;450;23.82212811011117
Berglicht;195;28;14.35897435897436
Bergneustadt, Stadt;10039;2467;24.57416077298536
Bergrheinfeld;3459;559;16.160740098294305
Bergtheim;2610;390;14.942528735632184
Bergweiler;355;75;21.12676056338028
Beringstedt;372;92;24.731182795698924
Berka v. d. Hainich;424;197;46.4622641509434
Berkatal;1053;196;18.61348528015195
Berkenbrück;619;308;49.75767366720517
Berkenthin;1066;229;21.48217636022514
Berkheim;1936;578;29.855371900826448
Berkoth (einschl. Scheuern und Uppershausen);76;13;17.105263157894736
Berlin;1942638;294546;15.162166085498173
Berlingen;101;21;20.792079207920793
Berlingerode;644;290;45.03105590062112
Bermatingen;2669;527;19.745222929936304
Bermel;180;40;22.22222222222222
Bermersheim;144;46;31.944444444444443
Bermersheim vor der Höhe;169;35;20.71005917159763
Bernau a.Chiemsee;4119;732;17.771303714493808
Bernau bei Berlin, Stadt;28328;8857;31.26588534312341
Bernau im Schwarzwald;1172;146;12.457337883959044
Bernbeuren;1651;352;21.320411871592974
Bernburg (Saale), Stadt;18728;7563;40.38338316958565
Berndorf;138;46;33.333333333333336
Berndroth;205;54;26.341463414634145
Berne;4548;826;18.161829375549694
Berngau;1864;338;18.13304721030043
Bernhardswald;3987;863;21.64534737898169
Bernitt;830;461;55.54216867469879
Bernkastel-Kues, Stadt;1726;350;20.278099652375435
Bernried;3270;782;23.914373088685014
Bernried am Starnberger See;1545;160;10.35598705501618
Bernsdorf;1516;639;42.150395778364114
Bernsdorf, Stadt;4124;2025;49.10281280310378
Bernstadt;1523;296;19.43532501641497
Bernstadt a. d. Eigen, Stadt;1629;966;59.300184162062614
Bernstorf;190;106;55.78947368421053
Berod bei Hachenburg;205;52;25.365853658536587
Berod bei Wallmerod;225;78;34.666666666666664
Berscheid (in Geichlingen enthalten);0;0;
Berschweiler bei Baumholder;194;76;39.175257731958766
Berschweiler bei Kirn;128;28;21.875
Bersenbrück, Stadt;3786;1187;31.352350765979924
Bersteland;435;188;43.2183908045977
Bertsdorf-Hörnitz;1126;605;53.730017761989345
Berumbur;1812;428;23.620309050772626
Berzhahn;182;70;38.46153846153846
Berzhausen;75;28;37.333333333333336
Bescheid;164;31;18.902439024390244
Beschendorf;296;68;22.972972972972972
Besdorf;146;28;19.17808219178082
Beselich;3427;851;24.83221476510067
Besenthal;66;20;30.303030303030305
Beseritz;79;37;46.835443037974684
Besigheim, Stadt;7609;1387;18.228413720594034
Besitz;243;94;38.68312757201646
Bessenbach;3828;728;19.017763845350053
Bestensee;5805;2066;35.59000861326443
Bestwig;6283;986;15.693140219640298
Bethenhausen (einschl. Hirschfeld);165;100;60.60606060606061
Betteldorf;109;22;20.18348623853211
Bettendorf;128;26;20.3125
Bettenfeld;252;84;33.333333333333336
Bettingen (einschl. Wettlingen);346;78;22.54335260115607
Betzdorf, Stadt;3167;772;24.37638143353331
Betzendorf;553;96;17.359855334538878
Betzenstein, St;1746;354;20.274914089347078
Betzenweiler;344;84;24.41860465116279
Betzigau;2005;296;14.763092269326684
Beulich;222;48;21.62162162162162
Beuren;2517;564;22.40762812872467
Beuren (Hochwald);346;90;26.01156069364162
Beuron;446;84;18.83408071748879
Beutelsbach;824;202;24.514563106796118
Bevern;348;56;16.091954022988507
Bevern, Flecken;1768;454;25.67873303167421
Beverstedt;9110;1876;20.592755214050495
Beverungen, Stadt;8516;1518;17.825270079849695
Bexbach, Stadt;11372;2994;26.327822722476256
Biberach;2460;436;17.723577235772357
Biberach an der Riß, Stadt;19257;3450;17.915563171833618
Biberbach, M;2380;522;21.932773109243698
Bibertal;3300;842;25.515151515151516
Biblis;5585;1454;26.03401969561325
Bibow;121;58;47.93388429752066
Bibra;170;90;52.94117647058823
Biburg;880;229;26.022727272727273
Bichl;1569;238;15.168897386870619
Bickenbach;3844;609;15.842872008324662
Bickendorf;165;38;23.03030303030303
Bidingen;1291;276;21.378776142525176
Biebelnheim;249;63;25.301204819277107
Biebelried;872;192;22.01834862385321
Biebelsheim;302;79;26.158940397350992
Bieberehren;654;98;14.984709480122325
Biebergemünd;5499;1256;22.840516457537735
Biebern;125;35;28.0
Biebertal;6824;1226;17.966002344665885
Biebesheim am Rhein;3696;896;24.242424242424242
Biebrich;124;42;33.87096774193548
Biedenkopf, Stadt;7614;1637;21.49986866298923
Biederbach;1167;200;17.13796058269066
Biederitz;5891;1923;32.64301476829061
Biedershausen;90;19;21.11111111111111
Biedesheim;221;85;38.46153846153846
Bielefeld, Stadt;188140;27056;14.380780270011693
Biendorf;690;323;46.81159420289855
Bienenbüttel;4779;782;16.36325591127851
Bienstädt;376;143;38.03191489361702
Biersdorf am See (einschl. Hamm);169;33;19.526627218934912
Biesdorf;85;7;8.235294117647058
Biesenthal, Stadt;4000;1295;32.375
Biessenhofen;2870;528;18.39721254355401
Bietigheim;4010;960;23.940149625935163
Bietigheim-Bissingen, Stadt;23228;4519;19.45496814189771
Bilkheim;179;57;31.843575418994412
Billerbeck, Stadt;8159;823;10.087020468194632
Billigheim;3742;938;25.066809192944948
Billigheim-Ingenheim;1157;326;28.176318063958515
Bilsen;401;127;31.67082294264339
Bilshausen;990;218;22.02020202020202
Bimöhlen;513;107;20.857699805068226
Binau;872;171;19.610091743119266
Bindlach;4933;1024;20.75815933509021
Bingen;1823;446;24.46516730663741
Bingen am Rhein, Stadt;15053;2450;16.275825416860428
Binnen;564;94;16.666666666666668
Binningen;243;34;13.991769547325102
Binsfeld;336;107;31.845238095238095
Binswangen;941;204;21.679064824654624
Binz, Ostseebad;3308;1215;36.729141475211605
Binzen;1958;250;12.768130745658835
Bippen;1622;350;21.57829839704069
Birenbach;1238;282;22.778675282714055
Birgel;152;24;15.789473684210526
Birgland;1321;212;16.048448145344437
Birken-Honigsessen;1747;287;16.428162564396107
Birkenau;6221;1153;18.533997749557948
Birkenbeul (einschl. Niederirsen);206;52;25.24271844660194
Birkenfeld;7666;2001;26.10226976258805
Birkenfeld, Stadt;1902;764;40.16824395373291
Birkenheide;2078;477;22.954764196342637
Birkenhördt;226;69;30.530973451327434
Birkenwerder;5787;1420;24.537757041645065
Birkheim;69;27;39.130434782608695
Birkweiler;313;38;12.140575079872205
Birlenbach;588;180;30.612244897959183
Birnbach;236;60;25.423728813559322
Birresborn;247;59;23.88663967611336
Birstein;4028;1257;31.206554121151935
Birx;95;34;35.78947368421053
Bischberg;4086;861;21.071953010279003
Bischbrunn;1297;330;25.443330763299922
Bischheim;471;115;24.416135881104033
Bischoffen;2157;525;24.339360222531294
Bischofrod;98;54;55.10204081632653
Bischofroda;342;172;50.292397660818715
Bischofsgrün;1171;173;14.773697694278395
Bischofsheim;7052;1054;14.946114577424844
Bischofsheim i.d.Rhön, St;3181;0;0.0
Bischofsmais;2194;664;30.264357338195076
Bischofswerda, Stadt;5017;2771;55.232210484353196
Bischofswiesen;4378;805;18.387391502969393
Bischweier;1942;422;21.73017507723996
Bisingen;5774;1517;26.272947696570835
Bismark (Altmark), Stadt;5210;2035;39.0595009596929
Bispingen;4377;633;14.461960246744345
Bissee;94;15;15.957446808510639
Bissendorf;10234;1297;12.6734414696111
Bissersheim;207;53;25.603864734299517
Bissingen an der Teck;2200;362;16.454545454545453
Bissingen, M;2396;504;21.035058430717864
Bisterschied;154;38;24.675324675324674
Bitburg, Stadt;8242;1378;16.7192429022082
Bitterfeld-Wolfen, Stadt;21628;9362;43.28648048825596
Bitz;2341;646;27.595044852627083
Bitzen;299;83;27.759197324414714
Blaibach;1339;350;26.138909634055263
Blaichach;3622;532;14.688017669795693
Blankenbach;1021;173;16.944172380019587
Blankenberg;227;104;45.81497797356828
Blankenburg;93;40;43.01075268817204
Blankenburg (Harz), Stadt;12264;4886;39.84018264840183
Blankenfelde-Mahlow;18991;5516;29.045337265020272
Blankenhagen;565;210;37.16814159292036
Blankenhain, Stadt;4210;1878;44.60807600950119
Blankenheim;6362;1396;21.942785287645396
Blankenhof;425;204;48.0
Blankenrath;628;258;41.0828025477707
Blankensee;1135;537;47.31277533039648
Blaubach;180;39;21.666666666666668
Blaubeuren, Stadt;6960;1328;19.080459770114942
Blaufelden;3228;768;23.79182156133829
Blaustein, Stadt;9637;1513;15.699906609940854
Bleckede, Stadt;6268;1462;23.324824505424377
Bleckhausen;118;24;20.338983050847457
Bleialf;281;63;22.419928825622776
Bleicherode, Stadt;5154;2124;41.21071012805588
Blekendorf;898;205;22.828507795100222
Blender;1565;271;17.31629392971246
Blesewitz;106;67;63.20754716981132
Bleyen-Genschmar;223;110;49.327354260089685
Bliedersdorf;918;192;20.915032679738562
Bliesdorf;451;242;53.65853658536585
Blieskastel, Stadt;14148;3132;22.137404580152673
Bliestorf;321;37;11.526479750778817
Blievenstorf;261;150;57.47126436781609
Blindheim;1262;345;27.33755942947702
Blomberg;958;239;24.947807933194156
Blomberg, Stadt;9714;2241;23.069796170475602
Blomesche Wildnis;310;47;15.161290322580646
Blowatz;546;249;45.604395604395606
Blumberg, Stadt;5548;1441;25.973323720259554
Blumenholz;403;174;43.17617866004963
Blumenthal;337;48;14.243323442136498
Blunk;356;70;19.662921348314608
Bobeck;171;82;47.953216374269005
Bobenheim am Berg;609;90;14.77832512315271
Bobenheim-Roxheim;5963;1451;24.333389233607246
Bobenthal;112;20;17.857142857142858
Bobingen, St;10220;1855;18.15068493150685
Bobitz;1298;532;40.98613251155624
Bobritzsch-Hilbersdorf;3839;1869;48.68455326908049
Bobzin;157;63;40.12738853503185
Bocholt, Stadt;45111;5989;13.2761410742391
Bochum, Stadt (Teil);212936;33145;15.56570988466018
Bocka;244;99;40.57377049180328
Bockau;1577;832;52.75840202916931
Bockenau;505;103;20.396039603960396
Bockenem, Stadt;6269;1782;28.425586217897592
Bockenheim an der Weinstraße;824;165;20.024271844660195
Bockhorn;8679;1675;19.29945846295656
Bockhorst;525;103;19.61904761904762
Bodelshausen;3110;795;25.562700964630224
Bodelwitz;335;168;50.149253731343286
Boden;280;59;21.071428571428573
Bodenbach;96;5;5.208333333333333
Bodenfelde, Flecken;1941;470;24.214322514167954
Bodenheim;5201;542;10.421072870601808
Bodenkirchen;3546;722;20.360970107163002
Bodenmais, M;2060;523;25.388349514563107
Bodenrode-Westhausen;674;256;37.982195845697326
Bodensee;439;94;21.4123006833713
Bodenwerder, Münchhausenstadt;2258;573;25.37643932683791
Bodenwöhr;2706;731;27.014042867701406
Bodman-Ludwigshafen;3122;423;13.549007046764894
Bodnegg;2060;339;16.45631067961165
Bodolz;1918;245;12.773722627737227
Boffzen;1169;228;19.503849443969205
Bogel;290;59;20.344827586206897
Bogen, St;5827;1569;26.926377209541787
Bohmstedt;474;78;16.455696202531644
Bohmte;8107;1919;23.67090168989762
Boiensdorf;244;113;46.31147540983606
Boitze;156;57;36.53846153846154
Boitzenburger Land;2044;800;39.13894324853229
Boizenburg/ Elbe, Stadt;6497;2394;36.84777589656765
Bokel;688;150;21.802325581395348
Bokelrehm;97;17;17.52577319587629
Bokensdorf;635;169;26.614173228346456
Bokholt-Hanredder;681;106;15.565345080763583
Bokhorst;73;17;23.28767123287671
Boksee;257;44;17.120622568093385
Bolanden;1568;400;25.510204081632654
Boldekow;333;163;48.948948948948946
Bollenbach;61;15;24.59016393442623
Bollendorf;261;44;16.85823754789272
Bollewick;323;146;45.20123839009288
Bollingstedt;873;169;19.35853379152348
Bollschweil;1583;172;10.865445356917245
Bolsterlang;761;118;15.505913272010513
Boltenhagen, Ostseebad;1126;381;33.83658969804618
Boms;340;101;29.705882352941178
Bondelum;122;36;29.508196721311474
Bondorf;3698;669;18.090859924283397
Bonefeld;625;132;21.12
Bonerath;107;19;17.757009345794394
Bongard (einschl. Gelenberg);111;10;9.00900900900901
Bonn, Stadt;192052;15681;8.164976152292088
Bonndorf im Schwarzwald, Stadt;3911;864;22.09153669138328
Bonstetten;1064;146;13.721804511278195
Boock;256;135;52.734375
Boos;1896;443;23.364978902953588
Boostedt;2322;536;23.083548664944015
Bopfingen, Stadt;6576;2208;33.57664233576642
Boppard, Stadt;9717;1629;16.76443346711948
Borchen;9009;1499;16.63891663891664
Bordelum;1046;169;16.15678776290631
Bordesholm;3736;426;11.402569593147751
Boren;573;91;15.881326352530541
Borgdorf-Seedorf;262;47;17.938931297709924
Borgentreich, Orgelstadt;5936;1074;18.09299191374663
Borgholzhausen, Stadt;5527;1105;19.992762800796093
Borgstedt;924;166;17.965367965367964
Borgsum (einschl. Witsum);207;20;9.66183574879227
Borgwedel;345;45;13.043478260869565
Borken (Hessen), Stadt;7769;2070;26.64435577294375
Borken, Stadt;27479;3855;14.028894792386915
Borkheide;996;312;31.325301204819276
Borkow;210;100;47.61904761904762
Borkum, Stadt;2916;385;13.203017832647463
Borkwalde;999;329;32.932932932932935
